loss,epoch,idx
"tf.Tensor(0.44776487, shape=(), dtype=float32)",1,874
"tf.Tensor(0.45200366, shape=(), dtype=float32)",1,875
"tf.Tensor(0.44101232, shape=(), dtype=float32)",1,876
"tf.Tensor(0.43440658, shape=(), dtype=float32)",1,877
"tf.Tensor(0.4426969, shape=(), dtype=float32)",1,878
"tf.Tensor(0.43549865, shape=(), dtype=float32)",1,879
"tf.Tensor(0.45014697, shape=(), dtype=float32)",1,880
"tf.Tensor(0.43728667, shape=(), dtype=float32)",1,881
"tf.Tensor(0.44208473, shape=(), dtype=float32)",1,882
"tf.Tensor(0.4322707, shape=(), dtype=float32)",1,883
"tf.Tensor(0.44707608, shape=(), dtype=float32)",1,884
"tf.Tensor(0.4440773, shape=(), dtype=float32)",1,885
"tf.Tensor(0.4450098, shape=(), dtype=float32)",1,886
"tf.Tensor(0.44312853, shape=(), dtype=float32)",1,887
"tf.Tensor(0.43210274, shape=(), dtype=float32)",1,888
"tf.Tensor(0.4464211, shape=(), dtype=float32)",1,889
"tf.Tensor(0.45006853, shape=(), dtype=float32)",1,890
"tf.Tensor(0.4389578, shape=(), dtype=float32)",1,891
"tf.Tensor(0.45313632, shape=(), dtype=float32)",1,892
"tf.Tensor(0.4535123, shape=(), dtype=float32)",1,893
"tf.Tensor(0.44921654, shape=(), dtype=float32)",1,894
"tf.Tensor(0.44194537, shape=(), dtype=float32)",1,895
"tf.Tensor(0.4417538, shape=(), dtype=float32)",1,896
"tf.Tensor(0.4384274, shape=(), dtype=float32)",1,897
"tf.Tensor(0.44482547, shape=(), dtype=float32)",1,898
"tf.Tensor(0.4414896, shape=(), dtype=float32)",1,899
"tf.Tensor(0.44345587, shape=(), dtype=float32)",1,900
"tf.Tensor(0.4399319, shape=(), dtype=float32)",1,901
"tf.Tensor(0.43718415, shape=(), dtype=float32)",1,902
"tf.Tensor(0.44531792, shape=(), dtype=float32)",1,903
"tf.Tensor(0.44414693, shape=(), dtype=float32)",1,904
"tf.Tensor(0.4424245, shape=(), dtype=float32)",1,905
"tf.Tensor(0.4314012, shape=(), dtype=float32)",1,906
"tf.Tensor(0.42950386, shape=(), dtype=float32)",1,907
"tf.Tensor(0.4359714, shape=(), dtype=float32)",1,908
"tf.Tensor(0.43034333, shape=(), dtype=float32)",1,909
"tf.Tensor(0.43462896, shape=(), dtype=float32)",1,910
"tf.Tensor(0.43308645, shape=(), dtype=float32)",1,911
"tf.Tensor(0.4415215, shape=(), dtype=float32)",1,912
"tf.Tensor(0.4400035, shape=(), dtype=float32)",1,913
"tf.Tensor(0.44331217, shape=(), dtype=float32)",1,914
"tf.Tensor(0.45416516, shape=(), dtype=float32)",1,915
"tf.Tensor(0.42787665, shape=(), dtype=float32)",1,916
"tf.Tensor(0.44667047, shape=(), dtype=float32)",1,917
"tf.Tensor(0.42524374, shape=(), dtype=float32)",1,918
"tf.Tensor(0.45405042, shape=(), dtype=float32)",1,919
"tf.Tensor(0.45280653, shape=(), dtype=float32)",1,920
"tf.Tensor(0.44958657, shape=(), dtype=float32)",1,921
"tf.Tensor(0.44244832, shape=(), dtype=float32)",1,922
"tf.Tensor(0.4350077, shape=(), dtype=float32)",1,923
"tf.Tensor(0.45583084, shape=(), dtype=float32)",1,924
"tf.Tensor(0.44808388, shape=(), dtype=float32)",1,925
"tf.Tensor(0.4309612, shape=(), dtype=float32)",1,926
"tf.Tensor(0.43457428, shape=(), dtype=float32)",1,927
"tf.Tensor(0.44193494, shape=(), dtype=float32)",1,928
"tf.Tensor(0.4393968, shape=(), dtype=float32)",1,929
"tf.Tensor(0.44063902, shape=(), dtype=float32)",1,930
"tf.Tensor(0.45634, shape=(), dtype=float32)",1,931
"tf.Tensor(0.45562914, shape=(), dtype=float32)",1,932
"tf.Tensor(0.44915533, shape=(), dtype=float32)",1,933
"tf.Tensor(0.43288827, shape=(), dtype=float32)",1,934
"tf.Tensor(0.43448025, shape=(), dtype=float32)",1,935
"tf.Tensor(0.43895745, shape=(), dtype=float32)",1,936
"tf.Tensor(0.4444759, shape=(), dtype=float32)",1,937
"tf.Tensor(0.43507227, shape=(), dtype=float32)",1,938
"tf.Tensor(0.43493903, shape=(), dtype=float32)",1,939
"tf.Tensor(0.44551986, shape=(), dtype=float32)",1,940
"tf.Tensor(0.45537937, shape=(), dtype=float32)",1,941
"tf.Tensor(0.4431466, shape=(), dtype=float32)",1,942
"tf.Tensor(0.44269347, shape=(), dtype=float32)",1,943
"tf.Tensor(0.44187742, shape=(), dtype=float32)",1,944
"tf.Tensor(0.4380291, shape=(), dtype=float32)",1,945
"tf.Tensor(0.44037974, shape=(), dtype=float32)",1,946
"tf.Tensor(0.4467526, shape=(), dtype=float32)",1,947
"tf.Tensor(0.4441096, shape=(), dtype=float32)",1,948
"tf.Tensor(0.43515128, shape=(), dtype=float32)",1,949
"tf.Tensor(0.44089472, shape=(), dtype=float32)",1,950
"tf.Tensor(0.43613106, shape=(), dtype=float32)",1,951
"tf.Tensor(0.444391, shape=(), dtype=float32)",1,952
"tf.Tensor(0.43823457, shape=(), dtype=float32)",1,953
"tf.Tensor(0.4287427, shape=(), dtype=float32)",1,954
"tf.Tensor(0.44109356, shape=(), dtype=float32)",1,955
"tf.Tensor(0.44625437, shape=(), dtype=float32)",1,956
"tf.Tensor(0.438079, shape=(), dtype=float32)",1,957
"tf.Tensor(0.44161212, shape=(), dtype=float32)",1,958
"tf.Tensor(0.44231158, shape=(), dtype=float32)",1,959
"tf.Tensor(0.43606794, shape=(), dtype=float32)",1,960
"tf.Tensor(0.42921865, shape=(), dtype=float32)",1,961
"tf.Tensor(0.44141975, shape=(), dtype=float32)",1,962
"tf.Tensor(0.44443032, shape=(), dtype=float32)",1,963
"tf.Tensor(0.43243107, shape=(), dtype=float32)",1,964
"tf.Tensor(0.43061233, shape=(), dtype=float32)",1,965
"tf.Tensor(0.4536623, shape=(), dtype=float32)",1,966
"tf.Tensor(0.44904876, shape=(), dtype=float32)",1,967
"tf.Tensor(0.4461829, shape=(), dtype=float32)",1,968
"tf.Tensor(0.44390744, shape=(), dtype=float32)",1,969
"tf.Tensor(0.4404779, shape=(), dtype=float32)",1,970
"tf.Tensor(0.4441908, shape=(), dtype=float32)",1,971
"tf.Tensor(0.43774536, shape=(), dtype=float32)",1,972
"tf.Tensor(0.45410234, shape=(), dtype=float32)",1,973
"tf.Tensor(0.4332418, shape=(), dtype=float32)",1,974
"tf.Tensor(0.4478134, shape=(), dtype=float32)",1,975
"tf.Tensor(0.4627687, shape=(), dtype=float32)",1,976
"tf.Tensor(0.44309974, shape=(), dtype=float32)",1,977
"tf.Tensor(0.4320049, shape=(), dtype=float32)",1,978
"tf.Tensor(0.43979838, shape=(), dtype=float32)",1,979
"tf.Tensor(0.45524698, shape=(), dtype=float32)",1,980
"tf.Tensor(0.44480598, shape=(), dtype=float32)",1,981
"tf.Tensor(0.45084715, shape=(), dtype=float32)",1,982
"tf.Tensor(0.43513858, shape=(), dtype=float32)",1,983
"tf.Tensor(0.44753617, shape=(), dtype=float32)",1,984
"tf.Tensor(0.43798003, shape=(), dtype=float32)",1,985
"tf.Tensor(0.4517196, shape=(), dtype=float32)",1,986
"tf.Tensor(0.43138513, shape=(), dtype=float32)",1,987
"tf.Tensor(0.44837135, shape=(), dtype=float32)",1,988
"tf.Tensor(0.44779876, shape=(), dtype=float32)",1,989
"tf.Tensor(0.4408062, shape=(), dtype=float32)",1,990
"tf.Tensor(0.44562957, shape=(), dtype=float32)",1,991
"tf.Tensor(0.41115174, shape=(), dtype=float32)",1,992
"tf.Tensor(0.44200075, shape=(), dtype=float32)",1,993
"tf.Tensor(0.4371108, shape=(), dtype=float32)",1,994
"tf.Tensor(0.43864533, shape=(), dtype=float32)",1,995
"tf.Tensor(0.43327558, shape=(), dtype=float32)",1,996
"tf.Tensor(0.43726522, shape=(), dtype=float32)",1,997
"tf.Tensor(0.4373743, shape=(), dtype=float32)",1,998
"tf.Tensor(0.4559887, shape=(), dtype=float32)",1,999
"tf.Tensor(0.44894373, shape=(), dtype=float32)",1,1000
"tf.Tensor(0.4568749, shape=(), dtype=float32)",1,1001
"tf.Tensor(0.44059485, shape=(), dtype=float32)",1,1002
"tf.Tensor(0.4535393, shape=(), dtype=float32)",1,1003
"tf.Tensor(0.4417166, shape=(), dtype=float32)",1,1004
"tf.Tensor(0.4458331, shape=(), dtype=float32)",1,1005
"tf.Tensor(0.44089133, shape=(), dtype=float32)",1,1006
"tf.Tensor(0.4401337, shape=(), dtype=float32)",1,1007
"tf.Tensor(0.44448388, shape=(), dtype=float32)",1,1008
"tf.Tensor(0.44005215, shape=(), dtype=float32)",1,1009
"tf.Tensor(0.44650432, shape=(), dtype=float32)",1,1010
"tf.Tensor(0.44292215, shape=(), dtype=float32)",1,1011
"tf.Tensor(0.43090594, shape=(), dtype=float32)",1,1012
"tf.Tensor(0.45559186, shape=(), dtype=float32)",1,1013
"tf.Tensor(0.43643993, shape=(), dtype=float32)",1,1014
"tf.Tensor(0.43253985, shape=(), dtype=float32)",1,1015
"tf.Tensor(0.42920804, shape=(), dtype=float32)",1,1016
"tf.Tensor(0.44710308, shape=(), dtype=float32)",1,1017
"tf.Tensor(0.43801665, shape=(), dtype=float32)",1,1018
"tf.Tensor(0.44806242, shape=(), dtype=float32)",1,1019
"tf.Tensor(0.44231492, shape=(), dtype=float32)",1,1020
"tf.Tensor(0.44123358, shape=(), dtype=float32)",1,1021
"tf.Tensor(0.4365504, shape=(), dtype=float32)",1,1022
"tf.Tensor(0.424548, shape=(), dtype=float32)",1,1023
"tf.Tensor(0.4400333, shape=(), dtype=float32)",1,1024
"tf.Tensor(0.4406402, shape=(), dtype=float32)",1,1025
"tf.Tensor(0.4360168, shape=(), dtype=float32)",1,1026
"tf.Tensor(0.44911802, shape=(), dtype=float32)",1,1027
"tf.Tensor(0.44304484, shape=(), dtype=float32)",1,1028
"tf.Tensor(0.43909812, shape=(), dtype=float32)",1,1029
"tf.Tensor(0.4337165, shape=(), dtype=float32)",1,1030
"tf.Tensor(0.46061644, shape=(), dtype=float32)",1,1031
"tf.Tensor(0.43417478, shape=(), dtype=float32)",1,1032
"tf.Tensor(0.43718284, shape=(), dtype=float32)",1,1033
"tf.Tensor(0.43192947, shape=(), dtype=float32)",1,1034
"tf.Tensor(0.45220858, shape=(), dtype=float32)",1,1035
"tf.Tensor(0.45376682, shape=(), dtype=float32)",1,1036
"tf.Tensor(0.44186416, shape=(), dtype=float32)",1,1037
"tf.Tensor(0.45014662, shape=(), dtype=float32)",1,1038
"tf.Tensor(0.44168556, shape=(), dtype=float32)",1,1039
"tf.Tensor(0.4491489, shape=(), dtype=float32)",1,1040
"tf.Tensor(0.42642874, shape=(), dtype=float32)",1,1041
"tf.Tensor(0.4264171, shape=(), dtype=float32)",1,1042
"tf.Tensor(0.44362557, shape=(), dtype=float32)",1,1043
"tf.Tensor(0.42844275, shape=(), dtype=float32)",1,1044
"tf.Tensor(0.4412884, shape=(), dtype=float32)",1,1045
"tf.Tensor(0.44135368, shape=(), dtype=float32)",1,1046
"tf.Tensor(0.43483448, shape=(), dtype=float32)",1,1047
"tf.Tensor(0.44289553, shape=(), dtype=float32)",1,1048
"tf.Tensor(0.4518677, shape=(), dtype=float32)",1,1049
"tf.Tensor(0.43992046, shape=(), dtype=float32)",1,1050
"tf.Tensor(0.4447268, shape=(), dtype=float32)",1,1051
"tf.Tensor(0.42911893, shape=(), dtype=float32)",1,1052
"tf.Tensor(0.4478895, shape=(), dtype=float32)",1,1053
"tf.Tensor(0.4477886, shape=(), dtype=float32)",1,1054
"tf.Tensor(0.44418085, shape=(), dtype=float32)",1,1055
"tf.Tensor(0.444211, shape=(), dtype=float32)",1,1056
"tf.Tensor(0.4335877, shape=(), dtype=float32)",1,1057
"tf.Tensor(0.44358927, shape=(), dtype=float32)",1,1058
"tf.Tensor(0.4441812, shape=(), dtype=float32)",1,1059
"tf.Tensor(0.43965232, shape=(), dtype=float32)",1,1060
"tf.Tensor(0.43182534, shape=(), dtype=float32)",1,1061
"tf.Tensor(0.45511135, shape=(), dtype=float32)",1,1062
"tf.Tensor(0.4540131, shape=(), dtype=float32)",1,1063
"tf.Tensor(0.4403789, shape=(), dtype=float32)",1,1064
"tf.Tensor(0.4460616, shape=(), dtype=float32)",1,1065
"tf.Tensor(0.44334865, shape=(), dtype=float32)",1,1066
"tf.Tensor(0.42891175, shape=(), dtype=float32)",1,1067
"tf.Tensor(0.4399457, shape=(), dtype=float32)",1,1068
"tf.Tensor(0.44719285, shape=(), dtype=float32)",1,1069
"tf.Tensor(0.42626533, shape=(), dtype=float32)",1,1070
"tf.Tensor(0.45177734, shape=(), dtype=float32)",1,1071
"tf.Tensor(0.43771315, shape=(), dtype=float32)",1,1072
"tf.Tensor(0.428972, shape=(), dtype=float32)",1,1073
"tf.Tensor(0.44356394, shape=(), dtype=float32)",1,1074
"tf.Tensor(0.4182553, shape=(), dtype=float32)",1,1075
"tf.Tensor(0.44162735, shape=(), dtype=float32)",1,1076
"tf.Tensor(0.4358548, shape=(), dtype=float32)",1,1077
"tf.Tensor(0.43608755, shape=(), dtype=float32)",1,1078
"tf.Tensor(0.44671726, shape=(), dtype=float32)",1,1079
"tf.Tensor(0.43607718, shape=(), dtype=float32)",1,1080
"tf.Tensor(0.45200288, shape=(), dtype=float32)",1,1081
"tf.Tensor(0.43765244, shape=(), dtype=float32)",1,1082
"tf.Tensor(0.4321403, shape=(), dtype=float32)",1,1083
"tf.Tensor(0.45325243, shape=(), dtype=float32)",1,1084
"tf.Tensor(0.4354577, shape=(), dtype=float32)",1,1085
"tf.Tensor(0.4318248, shape=(), dtype=float32)",1,1086
"tf.Tensor(0.44706804, shape=(), dtype=float32)",1,1087
"tf.Tensor(0.4524362, shape=(), dtype=float32)",1,1088
"tf.Tensor(0.42703176, shape=(), dtype=float32)",1,1089
"tf.Tensor(0.41694844, shape=(), dtype=float32)",1,1090
"tf.Tensor(0.4507457, shape=(), dtype=float32)",1,1091
"tf.Tensor(0.43788403, shape=(), dtype=float32)",1,1092
"tf.Tensor(0.43733186, shape=(), dtype=float32)",1,1093
"tf.Tensor(0.4452188, shape=(), dtype=float32)",1,1094
"tf.Tensor(0.44680452, shape=(), dtype=float32)",1,1095
"tf.Tensor(0.43275297, shape=(), dtype=float32)",1,1096
"tf.Tensor(0.43008107, shape=(), dtype=float32)",1,1097
"tf.Tensor(0.44539064, shape=(), dtype=float32)",1,1098
"tf.Tensor(0.44624424, shape=(), dtype=float32)",1,1099
"tf.Tensor(0.44457048, shape=(), dtype=float32)",1,1100
"tf.Tensor(0.43785504, shape=(), dtype=float32)",1,1101
"tf.Tensor(0.45246124, shape=(), dtype=float32)",1,1102
"tf.Tensor(0.43006843, shape=(), dtype=float32)",1,1103
"tf.Tensor(0.43961257, shape=(), dtype=float32)",1,1104
"tf.Tensor(0.42752087, shape=(), dtype=float32)",1,1105
"tf.Tensor(0.45966142, shape=(), dtype=float32)",1,1106
"tf.Tensor(0.44053265, shape=(), dtype=float32)",1,1107
"tf.Tensor(0.45555288, shape=(), dtype=float32)",1,1108
"tf.Tensor(0.44675988, shape=(), dtype=float32)",1,1109
"tf.Tensor(0.41685843, shape=(), dtype=float32)",1,1110
"tf.Tensor(0.42899793, shape=(), dtype=float32)",1,1111
"tf.Tensor(0.44964546, shape=(), dtype=float32)",1,1112
"tf.Tensor(0.45333564, shape=(), dtype=float32)",1,1113
"tf.Tensor(0.42610353, shape=(), dtype=float32)",1,1114
"tf.Tensor(0.44582435, shape=(), dtype=float32)",1,1115
"tf.Tensor(0.4411254, shape=(), dtype=float32)",1,1116
"tf.Tensor(0.43391967, shape=(), dtype=float32)",1,1117
"tf.Tensor(0.4334302, shape=(), dtype=float32)",1,1118
"tf.Tensor(0.4558434, shape=(), dtype=float32)",1,1119
"tf.Tensor(0.4390455, shape=(), dtype=float32)",1,1120
"tf.Tensor(0.43070653, shape=(), dtype=float32)",1,1121
"tf.Tensor(0.44435668, shape=(), dtype=float32)",1,1122
"tf.Tensor(0.43369466, shape=(), dtype=float32)",1,1123
"tf.Tensor(0.44332546, shape=(), dtype=float32)",1,1124
"tf.Tensor(0.43364143, shape=(), dtype=float32)",1,1125
"tf.Tensor(0.4500442, shape=(), dtype=float32)",1,1126
"tf.Tensor(0.45500457, shape=(), dtype=float32)",1,1127
"tf.Tensor(0.44311154, shape=(), dtype=float32)",1,1128
"tf.Tensor(0.42782152, shape=(), dtype=float32)",1,1129
"tf.Tensor(0.4513055, shape=(), dtype=float32)",1,1130
"tf.Tensor(0.4332055, shape=(), dtype=float32)",1,1131
"tf.Tensor(0.430338, shape=(), dtype=float32)",1,1132
"tf.Tensor(0.4250033, shape=(), dtype=float32)",1,1133
"tf.Tensor(0.4430067, shape=(), dtype=float32)",1,1134
"tf.Tensor(0.45062315, shape=(), dtype=float32)",1,1135
"tf.Tensor(0.44212636, shape=(), dtype=float32)",1,1136
"tf.Tensor(0.45113385, shape=(), dtype=float32)",1,1137
"tf.Tensor(0.4397661, shape=(), dtype=float32)",1,1138
"tf.Tensor(0.4467517, shape=(), dtype=float32)",1,1139
"tf.Tensor(0.43622467, shape=(), dtype=float32)",1,1140
"tf.Tensor(0.43537724, shape=(), dtype=float32)",1,1141
"tf.Tensor(0.4438058, shape=(), dtype=float32)",1,1142
"tf.Tensor(0.4421075, shape=(), dtype=float32)",1,1143
"tf.Tensor(0.4512232, shape=(), dtype=float32)",1,1144
"tf.Tensor(0.44523394, shape=(), dtype=float32)",1,1145
"tf.Tensor(0.44723696, shape=(), dtype=float32)",1,1146
"tf.Tensor(0.4346977, shape=(), dtype=float32)",1,1147
"tf.Tensor(0.43239838, shape=(), dtype=float32)",1,1148
"tf.Tensor(0.43900156, shape=(), dtype=float32)",1,1149
"tf.Tensor(0.4366849, shape=(), dtype=float32)",1,1150
"tf.Tensor(0.43821293, shape=(), dtype=float32)",1,1151
"tf.Tensor(0.43437362, shape=(), dtype=float32)",1,1152
"tf.Tensor(0.4360033, shape=(), dtype=float32)",1,1153
"tf.Tensor(0.44085836, shape=(), dtype=float32)",1,1154
"tf.Tensor(0.43577686, shape=(), dtype=float32)",1,1155
"tf.Tensor(0.4374952, shape=(), dtype=float32)",1,1156
"tf.Tensor(0.44277394, shape=(), dtype=float32)",1,1157
"tf.Tensor(0.44579655, shape=(), dtype=float32)",1,1158
"tf.Tensor(0.43726206, shape=(), dtype=float32)",1,1159
"tf.Tensor(0.4223535, shape=(), dtype=float32)",1,1160
"tf.Tensor(0.4389484, shape=(), dtype=float32)",1,1161
"tf.Tensor(0.43484086, shape=(), dtype=float32)",1,1162
"tf.Tensor(0.42049888, shape=(), dtype=float32)",1,1163
"tf.Tensor(0.43304372, shape=(), dtype=float32)",1,1164
"tf.Tensor(0.44141328, shape=(), dtype=float32)",1,1165
"tf.Tensor(0.43581912, shape=(), dtype=float32)",1,1166
"tf.Tensor(0.4149684, shape=(), dtype=float32)",1,1167
"tf.Tensor(0.43560416, shape=(), dtype=float32)",1,1168
"tf.Tensor(0.43205082, shape=(), dtype=float32)",1,1169
"tf.Tensor(0.439286, shape=(), dtype=float32)",1,1170
"tf.Tensor(0.4412673, shape=(), dtype=float32)",1,1171
"tf.Tensor(0.45158613, shape=(), dtype=float32)",1,1172
"tf.Tensor(0.43284, shape=(), dtype=float32)",1,1173
"tf.Tensor(0.4321226, shape=(), dtype=float32)",1,1174
"tf.Tensor(0.43153515, shape=(), dtype=float32)",1,1175
"tf.Tensor(0.44165382, shape=(), dtype=float32)",1,1176
"tf.Tensor(0.43882558, shape=(), dtype=float32)",1,1177
"tf.Tensor(0.43422914, shape=(), dtype=float32)",1,1178
"tf.Tensor(0.41781434, shape=(), dtype=float32)",1,1179
"tf.Tensor(0.44878912, shape=(), dtype=float32)",1,1180
"tf.Tensor(0.4397353, shape=(), dtype=float32)",1,1181
"tf.Tensor(0.4197631, shape=(), dtype=float32)",1,1182
"tf.Tensor(0.44153744, shape=(), dtype=float32)",1,1183
"tf.Tensor(0.44164205, shape=(), dtype=float32)",1,1184
"tf.Tensor(0.4465209, shape=(), dtype=float32)",1,1185
"tf.Tensor(0.42720342, shape=(), dtype=float32)",1,1186
"tf.Tensor(0.42610732, shape=(), dtype=float32)",1,1187
"tf.Tensor(0.43992668, shape=(), dtype=float32)",1,1188
"tf.Tensor(0.43177676, shape=(), dtype=float32)",1,1189
"tf.Tensor(0.42958486, shape=(), dtype=float32)",1,1190
"tf.Tensor(0.43400133, shape=(), dtype=float32)",1,1191
"tf.Tensor(0.4355771, shape=(), dtype=float32)",1,1192
"tf.Tensor(0.44273716, shape=(), dtype=float32)",1,1193
"tf.Tensor(0.44674712, shape=(), dtype=float32)",1,1194
"tf.Tensor(0.4292049, shape=(), dtype=float32)",1,1195
"tf.Tensor(0.44318607, shape=(), dtype=float32)",1,1196
"tf.Tensor(0.43205625, shape=(), dtype=float32)",1,1197
"tf.Tensor(0.4467761, shape=(), dtype=float32)",1,1198
"tf.Tensor(0.44793943, shape=(), dtype=float32)",1,1199
"tf.Tensor(0.4350285, shape=(), dtype=float32)",1,1200
"tf.Tensor(0.42482108, shape=(), dtype=float32)",1,1201
"tf.Tensor(0.43673313, shape=(), dtype=float32)",1,1202
"tf.Tensor(0.44461352, shape=(), dtype=float32)",1,1203
"tf.Tensor(0.45112097, shape=(), dtype=float32)",1,1204
"tf.Tensor(0.43928796, shape=(), dtype=float32)",1,1205
"tf.Tensor(0.43414325, shape=(), dtype=float32)",1,1206
"tf.Tensor(0.43547797, shape=(), dtype=float32)",1,1207
"tf.Tensor(0.4353819, shape=(), dtype=float32)",1,1208
"tf.Tensor(0.43003502, shape=(), dtype=float32)",1,1209
"tf.Tensor(0.4510836, shape=(), dtype=float32)",1,1210
"tf.Tensor(0.44394106, shape=(), dtype=float32)",1,1211
"tf.Tensor(0.43749848, shape=(), dtype=float32)",1,1212
"tf.Tensor(0.42841238, shape=(), dtype=float32)",1,1213
"tf.Tensor(0.4281271, shape=(), dtype=float32)",1,1214
"tf.Tensor(0.44474363, shape=(), dtype=float32)",1,1215
"tf.Tensor(0.43341768, shape=(), dtype=float32)",1,1216
"tf.Tensor(0.44097674, shape=(), dtype=float32)",1,1217
"tf.Tensor(0.4306658, shape=(), dtype=float32)",1,1218
"tf.Tensor(0.44173062, shape=(), dtype=float32)",1,1219
"tf.Tensor(0.44005394, shape=(), dtype=float32)",1,1220
"tf.Tensor(0.43625557, shape=(), dtype=float32)",1,1221
"tf.Tensor(0.44087067, shape=(), dtype=float32)",1,1222
"tf.Tensor(0.42742527, shape=(), dtype=float32)",1,1223
"tf.Tensor(0.4230126, shape=(), dtype=float32)",1,1224
"tf.Tensor(0.44148815, shape=(), dtype=float32)",1,1225
"tf.Tensor(0.4296294, shape=(), dtype=float32)",1,1226
"tf.Tensor(0.44033533, shape=(), dtype=float32)",1,1227
"tf.Tensor(0.44068736, shape=(), dtype=float32)",1,1228
"tf.Tensor(0.42927676, shape=(), dtype=float32)",1,1229
"tf.Tensor(0.44406313, shape=(), dtype=float32)",1,1230
"tf.Tensor(0.43841782, shape=(), dtype=float32)",1,1231
"tf.Tensor(0.4235052, shape=(), dtype=float32)",1,1232
"tf.Tensor(0.4355436, shape=(), dtype=float32)",1,1233
"tf.Tensor(0.43144572, shape=(), dtype=float32)",1,1234
"tf.Tensor(0.44305456, shape=(), dtype=float32)",1,1235
"tf.Tensor(0.43455625, shape=(), dtype=float32)",1,1236
"tf.Tensor(0.44666827, shape=(), dtype=float32)",1,1237
"tf.Tensor(0.44372582, shape=(), dtype=float32)",1,1238
"tf.Tensor(0.43689674, shape=(), dtype=float32)",1,1239
"tf.Tensor(0.4299442, shape=(), dtype=float32)",1,1240
"tf.Tensor(0.44515964, shape=(), dtype=float32)",1,1241
"tf.Tensor(0.44265723, shape=(), dtype=float32)",1,1242
"tf.Tensor(0.43258706, shape=(), dtype=float32)",1,1243
"tf.Tensor(0.42170322, shape=(), dtype=float32)",1,1244
"tf.Tensor(0.42289352, shape=(), dtype=float32)",1,1245
"tf.Tensor(0.4352762, shape=(), dtype=float32)",1,1246
"tf.Tensor(0.42068416, shape=(), dtype=float32)",1,1247
"tf.Tensor(0.44604433, shape=(), dtype=float32)",1,1248
"tf.Tensor(0.42874745, shape=(), dtype=float32)",1,1249
"tf.Tensor(0.4365492, shape=(), dtype=float32)",1,1250
"tf.Tensor(0.43540746, shape=(), dtype=float32)",1,1251
"tf.Tensor(0.43403417, shape=(), dtype=float32)",1,1252
"tf.Tensor(0.44109845, shape=(), dtype=float32)",1,1253
"tf.Tensor(0.44199693, shape=(), dtype=float32)",1,1254
"tf.Tensor(0.44270727, shape=(), dtype=float32)",1,1255
"tf.Tensor(0.42918432, shape=(), dtype=float32)",1,1256
"tf.Tensor(0.44253325, shape=(), dtype=float32)",1,1257
"tf.Tensor(0.44617033, shape=(), dtype=float32)",1,1258
"tf.Tensor(0.43287206, shape=(), dtype=float32)",1,1259
"tf.Tensor(0.44044757, shape=(), dtype=float32)",1,1260
"tf.Tensor(0.4291538, shape=(), dtype=float32)",1,1261
"tf.Tensor(0.43190038, shape=(), dtype=float32)",1,1262
"tf.Tensor(0.44117403, shape=(), dtype=float32)",1,1263
"tf.Tensor(0.43769616, shape=(), dtype=float32)",1,1264
"tf.Tensor(0.43763912, shape=(), dtype=float32)",1,1265
"tf.Tensor(0.42710358, shape=(), dtype=float32)",1,1266
"tf.Tensor(0.4357521, shape=(), dtype=float32)",1,1267
"tf.Tensor(0.42759198, shape=(), dtype=float32)",1,1268
"tf.Tensor(0.4432664, shape=(), dtype=float32)",1,1269
"tf.Tensor(0.43599075, shape=(), dtype=float32)",1,1270
"tf.Tensor(0.43322605, shape=(), dtype=float32)",1,1271
"tf.Tensor(0.4407879, shape=(), dtype=float32)",1,1272
"tf.Tensor(0.4318609, shape=(), dtype=float32)",1,1273
"tf.Tensor(0.43925858, shape=(), dtype=float32)",1,1274
"tf.Tensor(0.44054955, shape=(), dtype=float32)",1,1275
"tf.Tensor(0.4253583, shape=(), dtype=float32)",1,1276
"tf.Tensor(0.436692, shape=(), dtype=float32)",1,1277
"tf.Tensor(0.43004113, shape=(), dtype=float32)",1,1278
"tf.Tensor(0.44123265, shape=(), dtype=float32)",1,1279
"tf.Tensor(0.42667726, shape=(), dtype=float32)",1,1280
"tf.Tensor(0.44279736, shape=(), dtype=float32)",1,1281
"tf.Tensor(0.44490838, shape=(), dtype=float32)",1,1282
"tf.Tensor(0.43452582, shape=(), dtype=float32)",1,1283
"tf.Tensor(0.43699235, shape=(), dtype=float32)",1,1284
"tf.Tensor(0.44075313, shape=(), dtype=float32)",1,1285
"tf.Tensor(0.4297421, shape=(), dtype=float32)",1,1286
"tf.Tensor(0.44421935, shape=(), dtype=float32)",1,1287
"tf.Tensor(0.4398822, shape=(), dtype=float32)",1,1288
"tf.Tensor(0.41815907, shape=(), dtype=float32)",1,1289
"tf.Tensor(0.43528283, shape=(), dtype=float32)",1,1290
"tf.Tensor(0.4446513, shape=(), dtype=float32)",1,1291
"tf.Tensor(0.4278251, shape=(), dtype=float32)",1,1292
"tf.Tensor(0.43604878, shape=(), dtype=float32)",1,1293
"tf.Tensor(0.44016162, shape=(), dtype=float32)",1,1294
"tf.Tensor(0.4317835, shape=(), dtype=float32)",1,1295
"tf.Tensor(0.4420038, shape=(), dtype=float32)",1,1296
"tf.Tensor(0.4306981, shape=(), dtype=float32)",1,1297
"tf.Tensor(0.4271044, shape=(), dtype=float32)",1,1298
"tf.Tensor(0.43716964, shape=(), dtype=float32)",1,1299
"tf.Tensor(0.43417957, shape=(), dtype=float32)",1,1300
"tf.Tensor(0.44104135, shape=(), dtype=float32)",1,1301
